COMMODITY,Commodity,VARIABLE,Variable,TIME,Value,,Flags
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,1994,12.389,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,1995,12.243,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,1996,11.899,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,1997,12.105,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,1998,12.569,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,1999,12.623,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2000,11.947,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2001,10.381,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2002,10.131,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2003,10.139,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2004,10.139,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2005,9.971,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2006,9.823,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2007,9.603,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2008,9.372,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2009,8.896,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2010,8.795,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2011,8.95,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2012,9.115,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2013,9.296,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2014,9.547,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2015,9.433,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2016,9.604,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2017,9.855,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2018,9.559,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2019,9.412,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2020,9.615,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2021,9.494,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2022,9.429,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2023,9.356,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2024,9.261,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2025,9.167,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2026,9.093,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2027,9.038,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2028,8.998,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2029,8.971,,
SH,Sheepmeat,ECOE__TOT,Direct GHG emission,2030,8.95,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,1990,0,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,1991,0,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,1992,47.667,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,1993,46.667,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,1994,45.667,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,1995,44.667,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,1996,44.333,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,1997,43.667,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,1998,43.667,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,1999,43.667,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2000,44.667,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2001,42.333,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2002,40.333,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2003,38,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2004,38.667,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2005,38.667,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2006,39.333,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2007,40,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2008,40,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2009,38.667,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2010,35.667,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2011,33,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2012,30.333,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2013,29.667,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2014,29,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2015,30.333,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2016,30.364,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2017,30.073,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2018,28.727,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2019,27.5,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2020,27.228,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2021,27.22,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2022,27.562,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2023,27.633,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2024,27.703,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2025,27.756,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2026,27.758,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2027,27.737,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2028,27.696,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2029,27.645,,
SH,Sheepmeat,FO__DES__TOT,Total Calorie availability,2030,27.583,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,1990,0,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,1991,0,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,1992,2.403,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,1993,2.357,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,1994,2.303,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,1995,2.263,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,1996,2.25,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,1997,2.223,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,1998,2.217,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,1999,2.21,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2000,2.263,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2001,2.147,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2002,2.053,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2003,1.923,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2004,1.957,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2005,1.95,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2006,1.98,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2007,2.01,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2008,2.003,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2009,1.94,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2010,1.793,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2011,1.67,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2012,1.543,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2013,1.507,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2014,1.473,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2015,1.533,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2016,1.54,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2017,1.526,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2018,1.459,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2019,1.397,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2020,1.383,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2021,1.383,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2022,1.4,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2023,1.404,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2024,1.407,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2025,1.41,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2026,1.41,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2027,1.409,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2028,1.407,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2029,1.404,,
SH,Sheepmeat,FO__DFS__PROT,Food Protein availability,2030,1.401,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,1990,0,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,1991,0,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,1992,4.127,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,1993,4.047,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,1994,3.953,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,1995,3.883,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,1996,3.86,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,1997,3.813,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,1998,3.803,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,1999,3.79,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2000,3.88,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2001,3.68,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2002,3.523,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2003,3.303,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2004,3.357,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2005,3.343,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2006,3.393,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2007,3.45,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2008,3.44,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2009,3.333,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2010,3.077,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2011,2.86,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2012,2.637,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2013,2.577,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2014,2.523,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2015,2.63,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2016,2.638,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2017,2.613,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2018,2.495,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2019,2.388,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2020,2.365,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2021,2.364,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2022,2.394,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2023,2.4,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2024,2.406,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2025,2.411,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2026,2.411,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2027,2.409,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2028,2.405,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2029,2.401,,
SH,Sheepmeat,FO__DFS__FAT,Food Fat availability,2030,2.396,,
