LOCATION,Country,Commodity,TIME,Value
KAZ,Kazakhstan,Sheepmeat,2004,5.866
KAZ,Kazakhstan,Sheepmeat,2005,6.1
KAZ,Kazakhstan,Sheepmeat,2006,6.517
KAZ,Kazakhstan,Sheepmeat,2007,6.931
KAZ,Kazakhstan,Sheepmeat,2008,7.283
KAZ,Kazakhstan,Sheepmeat,2009,7.408
KAZ,Kazakhstan,Sheepmeat,2010,7.726
KAZ,Kazakhstan,Sheepmeat,2011,7.962
KAZ,Kazakhstan,Sheepmeat,2012,8.112
KAZ,Kazakhstan,Sheepmeat,2013,8.121
KAZ,Kazakhstan,Sheepmeat,2014,8.249
KAZ,Kazakhstan,Sheepmeat,2015,8.283
KAZ,Kazakhstan,Sheepmeat,2016,8.34
KAZ,Kazakhstan,Sheepmeat,2017,8.306
KAZ,Kazakhstan,Sheepmeat,2018,8.052
KAZ,Kazakhstan,Sheepmeat,2019,8.023
KAZ,Kazakhstan,Sheepmeat,2020,8.011
KAZ,Kazakhstan,Sheepmeat,2021,7.937
KAZ,Kazakhstan,Sheepmeat,2022,7.874
KAZ,Kazakhstan,Sheepmeat,2023,7.883
KAZ,Kazakhstan,Sheepmeat,2024,7.847
KAZ,Kazakhstan,Sheepmeat,2025,7.803
KAZ,Kazakhstan,Sheepmeat,2026,7.758
KAZ,Kazakhstan,Sheepmeat,2027,7.711
KAZ,Kazakhstan,Sheepmeat,2028,7.662
KAZ,Kazakhstan,Sheepmeat,2029,7.611
KAZ,Kazakhstan,Sheepmeat,2030,7.558
MYS,Malaysia,Sheepmeat,1990,0.371
MYS,Malaysia,Sheepmeat,1991,0.369
MYS,Malaysia,Sheepmeat,1992,0.437
MYS,Malaysia,Sheepmeat,1993,0.418
MYS,Malaysia,Sheepmeat,1994,0.399
MYS,Malaysia,Sheepmeat,1995,0.524
MYS,Malaysia,Sheepmeat,1996,0.621
MYS,Malaysia,Sheepmeat,1997,0.541
MYS,Malaysia,Sheepmeat,1998,0.533
MYS,Malaysia,Sheepmeat,1999,0.552
MYS,Malaysia,Sheepmeat,2000,0.544
MYS,Malaysia,Sheepmeat,2001,0.621
MYS,Malaysia,Sheepmeat,2002,0.555
MYS,Malaysia,Sheepmeat,2003,0.462
MYS,Malaysia,Sheepmeat,2004,0.544
MYS,Malaysia,Sheepmeat,2005,0.555
MYS,Malaysia,Sheepmeat,2006,0.591
MYS,Malaysia,Sheepmeat,2007,0.645
MYS,Malaysia,Sheepmeat,2008,0.644
MYS,Malaysia,Sheepmeat,2009,0.652
MYS,Malaysia,Sheepmeat,2010,0.762
MYS,Malaysia,Sheepmeat,2011,0.649
MYS,Malaysia,Sheepmeat,2012,0.765
MYS,Malaysia,Sheepmeat,2013,0.897
MYS,Malaysia,Sheepmeat,2014,1.051
MYS,Malaysia,Sheepmeat,2015,1.118
MYS,Malaysia,Sheepmeat,2016,1.099
MYS,Malaysia,Sheepmeat,2017,1.215
MYS,Malaysia,Sheepmeat,2018,1.13
MYS,Malaysia,Sheepmeat,2019,0.982
MYS,Malaysia,Sheepmeat,2020,1.144
MYS,Malaysia,Sheepmeat,2021,1.159
MYS,Malaysia,Sheepmeat,2022,1.175
MYS,Malaysia,Sheepmeat,2023,1.193
MYS,Malaysia,Sheepmeat,2024,1.21
MYS,Malaysia,Sheepmeat,2025,1.226
MYS,Malaysia,Sheepmeat,2026,1.24
MYS,Malaysia,Sheepmeat,2027,1.256
MYS,Malaysia,Sheepmeat,2028,1.271
MYS,Malaysia,Sheepmeat,2029,1.286
MYS,Malaysia,Sheepmeat,2030,1.302
PAK,Pakistan,Sheepmeat,1990,3.957
PAK,Pakistan,Sheepmeat,1991,4.123
PAK,Pakistan,Sheepmeat,1992,4.295
PAK,Pakistan,Sheepmeat,1993,4.471
PAK,Pakistan,Sheepmeat,1994,4.657
PAK,Pakistan,Sheepmeat,1995,4.857
PAK,Pakistan,Sheepmeat,1996,2.996
PAK,Pakistan,Sheepmeat,1997,2.914
PAK,Pakistan,Sheepmeat,1998,2.903
PAK,Pakistan,Sheepmeat,1999,2.89
PAK,Pakistan,Sheepmeat,2000,2.867
PAK,Pakistan,Sheepmeat,2001,2.885
PAK,Pakistan,Sheepmeat,2002,2.891
PAK,Pakistan,Sheepmeat,2003,2.882
PAK,Pakistan,Sheepmeat,2004,2.884
PAK,Pakistan,Sheepmeat,2005,2.891
PAK,Pakistan,Sheepmeat,2006,2.108
PAK,Pakistan,Sheepmeat,2007,2.102
PAK,Pakistan,Sheepmeat,2008,2.104
PAK,Pakistan,Sheepmeat,2009,2.088
PAK,Pakistan,Sheepmeat,2010,2.07
PAK,Pakistan,Sheepmeat,2011,2.051
PAK,Pakistan,Sheepmeat,2012,2.043
PAK,Pakistan,Sheepmeat,2013,2.1
PAK,Pakistan,Sheepmeat,2014,2.082
PAK,Pakistan,Sheepmeat,2015,2.091
PAK,Pakistan,Sheepmeat,2016,2.105
PAK,Pakistan,Sheepmeat,2017,2.961
PAK,Pakistan,Sheepmeat,2018,2.959
PAK,Pakistan,Sheepmeat,2019,2.951
PAK,Pakistan,Sheepmeat,2020,2.952
PAK,Pakistan,Sheepmeat,2021,2.923
PAK,Pakistan,Sheepmeat,2022,2.907
PAK,Pakistan,Sheepmeat,2023,2.951
PAK,Pakistan,Sheepmeat,2024,2.973
PAK,Pakistan,Sheepmeat,2025,2.997
PAK,Pakistan,Sheepmeat,2026,3.018
PAK,Pakistan,Sheepmeat,2027,3.039
PAK,Pakistan,Sheepmeat,2028,3.055
PAK,Pakistan,Sheepmeat,2029,3.068
PAK,Pakistan,Sheepmeat,2030,3.079
PHL,Philippines,Sheepmeat,1990,0.387
PHL,Philippines,Sheepmeat,1991,0.347
PHL,Philippines,Sheepmeat,1992,0.361
PHL,Philippines,Sheepmeat,1993,0.378
PHL,Philippines,Sheepmeat,1994,0.391
PHL,Philippines,Sheepmeat,1995,0.389
PHL,Philippines,Sheepmeat,1996,0.378
PHL,Philippines,Sheepmeat,1997,0.374
PHL,Philippines,Sheepmeat,1998,0.372
PHL,Philippines,Sheepmeat,1999,0.388
PHL,Philippines,Sheepmeat,2000,0.387
PHL,Philippines,Sheepmeat,2001,0.377
PHL,Philippines,Sheepmeat,2002,0.369
PHL,Philippines,Sheepmeat,2003,0.356
PHL,Philippines,Sheepmeat,2004,0.354
PHL,Philippines,Sheepmeat,2005,0.373
PHL,Philippines,Sheepmeat,2006,0.456
PHL,Philippines,Sheepmeat,2007,0.493
PHL,Philippines,Sheepmeat,2008,0.522
PHL,Philippines,Sheepmeat,2009,0.524
PHL,Philippines,Sheepmeat,2010,0.525
PHL,Philippines,Sheepmeat,2011,0.518
PHL,Philippines,Sheepmeat,2012,0.497
PHL,Philippines,Sheepmeat,2013,0.492
PHL,Philippines,Sheepmeat,2014,0.492
PHL,Philippines,Sheepmeat,2015,0.495
PHL,Philippines,Sheepmeat,2016,0.496
PHL,Philippines,Sheepmeat,2017,0.505
PHL,Philippines,Sheepmeat,2018,0.503
PHL,Philippines,Sheepmeat,2019,0.5
PHL,Philippines,Sheepmeat,2020,0.501
PHL,Philippines,Sheepmeat,2021,0.505
PHL,Philippines,Sheepmeat,2022,0.509
PHL,Philippines,Sheepmeat,2023,0.525
PHL,Philippines,Sheepmeat,2024,0.536
PHL,Philippines,Sheepmeat,2025,0.546
PHL,Philippines,Sheepmeat,2026,0.556
PHL,Philippines,Sheepmeat,2027,0.565
PHL,Philippines,Sheepmeat,2028,0.574
PHL,Philippines,Sheepmeat,2029,0.583
PHL,Philippines,Sheepmeat,2030,0.592
SAU,Saudi Arabia,Sheepmeat,1990,5.699
SAU,Saudi Arabia,Sheepmeat,1991,5.748
SAU,Saudi Arabia,Sheepmeat,1992,5.947
SAU,Saudi Arabia,Sheepmeat,1993,7.555
SAU,Saudi Arabia,Sheepmeat,1994,6.613
SAU,Saudi Arabia,Sheepmeat,1995,7.293
SAU,Saudi Arabia,Sheepmeat,1996,7.011
SAU,Saudi Arabia,Sheepmeat,1997,6.734
SAU,Saudi Arabia,Sheepmeat,1998,6.286
SAU,Saudi Arabia,Sheepmeat,1999,6.375
SAU,Saudi Arabia,Sheepmeat,2000,6.608
SAU,Saudi Arabia,Sheepmeat,2001,5.894
SAU,Saudi Arabia,Sheepmeat,2002,5.768
SAU,Saudi Arabia,Sheepmeat,2003,5.961
SAU,Saudi Arabia,Sheepmeat,2004,5.918
SAU,Saudi Arabia,Sheepmeat,2005,6.187
SAU,Saudi Arabia,Sheepmeat,2006,5.31
SAU,Saudi Arabia,Sheepmeat,2007,5.508
SAU,Saudi Arabia,Sheepmeat,2008,5.097
SAU,Saudi Arabia,Sheepmeat,2009,4.498
SAU,Saudi Arabia,Sheepmeat,2010,4.994
SAU,Saudi Arabia,Sheepmeat,2011,5.37
SAU,Saudi Arabia,Sheepmeat,2012,5.497
SAU,Saudi Arabia,Sheepmeat,2013,5.417
SAU,Saudi Arabia,Sheepmeat,2014,5.63
SAU,Saudi Arabia,Sheepmeat,2015,5.576
SAU,Saudi Arabia,Sheepmeat,2016,4.692
SAU,Saudi Arabia,Sheepmeat,2017,4.636
SAU,Saudi Arabia,Sheepmeat,2018,4.391
SAU,Saudi Arabia,Sheepmeat,2019,4.353
SAU,Saudi Arabia,Sheepmeat,2020,4.476
SAU,Saudi Arabia,Sheepmeat,2021,4.419
SAU,Saudi Arabia,Sheepmeat,2022,4.409
SAU,Saudi Arabia,Sheepmeat,2023,4.374
SAU,Saudi Arabia,Sheepmeat,2024,4.342
SAU,Saudi Arabia,Sheepmeat,2025,4.312
SAU,Saudi Arabia,Sheepmeat,2026,4.283
SAU,Saudi Arabia,Sheepmeat,2027,4.252
SAU,Saudi Arabia,Sheepmeat,2028,4.222
SAU,Saudi Arabia,Sheepmeat,2029,4.191
SAU,Saudi Arabia,Sheepmeat,2030,4.161
THA,Thailand,Sheepmeat,1990,0.021
THA,Thailand,Sheepmeat,1991,0.022
THA,Thailand,Sheepmeat,1992,0.026
THA,Thailand,Sheepmeat,1993,0.02
THA,Thailand,Sheepmeat,1994,0.018
THA,Thailand,Sheepmeat,1995,0.016
THA,Thailand,Sheepmeat,1996,0.012
THA,Thailand,Sheepmeat,1997,0.012
THA,Thailand,Sheepmeat,1998,0.013
THA,Thailand,Sheepmeat,1999,0.013
THA,Thailand,Sheepmeat,2000,0.014
THA,Thailand,Sheepmeat,2001,0.019
THA,Thailand,Sheepmeat,2002,0.018
THA,Thailand,Sheepmeat,2003,0.019
THA,Thailand,Sheepmeat,2004,0.026
THA,Thailand,Sheepmeat,2005,0.028
THA,Thailand,Sheepmeat,2006,0.027
THA,Thailand,Sheepmeat,2007,0.033
THA,Thailand,Sheepmeat,2008,0.032
THA,Thailand,Sheepmeat,2009,0.029
THA,Thailand,Sheepmeat,2010,0.03
THA,Thailand,Sheepmeat,2011,0.035
THA,Thailand,Sheepmeat,2012,0.039
THA,Thailand,Sheepmeat,2013,0.043
THA,Thailand,Sheepmeat,2014,0.042
THA,Thailand,Sheepmeat,2015,0.043
THA,Thailand,Sheepmeat,2016,0.047
THA,Thailand,Sheepmeat,2017,0.043
THA,Thailand,Sheepmeat,2018,0.047
THA,Thailand,Sheepmeat,2019,0.044
THA,Thailand,Sheepmeat,2020,0.037
THA,Thailand,Sheepmeat,2021,0.038
THA,Thailand,Sheepmeat,2022,0.039
THA,Thailand,Sheepmeat,2023,0.04
THA,Thailand,Sheepmeat,2024,0.041
THA,Thailand,Sheepmeat,2025,0.042
THA,Thailand,Sheepmeat,2026,0.042
THA,Thailand,Sheepmeat,2027,0.043
THA,Thailand,Sheepmeat,2028,0.044
THA,Thailand,Sheepmeat,2029,0.045
THA,Thailand,Sheepmeat,2030,0.046
DVD,DEVELOPED COUNTRIES,Poultry meat,1990,11.973
DVD,DEVELOPED COUNTRIES,Poultry meat,1991,16.958
DVD,DEVELOPED COUNTRIES,Poultry meat,1992,17.452
DVD,DEVELOPED COUNTRIES,Poultry meat,1993,17.301
DVD,DEVELOPED COUNTRIES,Poultry meat,1994,18.194
DVD,DEVELOPED COUNTRIES,Poultry meat,1995,18.533
DVD,DEVELOPED COUNTRIES,Poultry meat,1996,19.213
DVD,DEVELOPED COUNTRIES,Poultry meat,1997,19.247
DVD,DEVELOPED COUNTRIES,Poultry meat,1998,19.765
DVD,DEVELOPED COUNTRIES,Poultry meat,1999,20.317
DVD,DEVELOPED COUNTRIES,Poultry meat,2000,20.619
DVD,DEVELOPED COUNTRIES,Poultry meat,2001,21.803
DVD,DEVELOPED COUNTRIES,Poultry meat,2002,22.798
DVD,DEVELOPED COUNTRIES,Poultry meat,2003,22.692
DVD,DEVELOPED COUNTRIES,Poultry meat,2004,23.319
DVD,DEVELOPED COUNTRIES,Poultry meat,2005,24.147
DVD,DEVELOPED COUNTRIES,Poultry meat,2006,24.349
DVD,DEVELOPED COUNTRIES,Poultry meat,2007,24.818
DVD,DEVELOPED COUNTRIES,Poultry meat,2008,25.234
DVD,DEVELOPED COUNTRIES,Poultry meat,2009,24.886
DVD,DEVELOPED COUNTRIES,Poultry meat,2010,25.465
DVD,DEVELOPED COUNTRIES,Poultry meat,2011,25.89
DVD,DEVELOPED COUNTRIES,Poultry meat,2012,26.254
DVD,DEVELOPED COUNTRIES,Poultry meat,2013,26.34
DVD,DEVELOPED COUNTRIES,Poultry meat,2014,26.958
DVD,DEVELOPED COUNTRIES,Poultry meat,2015,28.15
DVD,DEVELOPED COUNTRIES,Poultry meat,2016,28.716
DVD,DEVELOPED COUNTRIES,Poultry meat,2017,28.984
DVD,DEVELOPED COUNTRIES,Poultry meat,2018,29.66
DVD,DEVELOPED COUNTRIES,Poultry meat,2019,29.904
DVD,DEVELOPED COUNTRIES,Poultry meat,2020,30.184
DVD,DEVELOPED COUNTRIES,Poultry meat,2021,30.33
DVD,DEVELOPED COUNTRIES,Poultry meat,2022,30.578
DVD,DEVELOPED COUNTRIES,Poultry meat,2023,30.803
DVD,DEVELOPED COUNTRIES,Poultry meat,2024,31.017
DVD,DEVELOPED COUNTRIES,Poultry meat,2025,31.221
DVD,DEVELOPED COUNTRIES,Poultry meat,2026,31.402
DVD,DEVELOPED COUNTRIES,Poultry meat,2027,31.596
DVD,DEVELOPED COUNTRIES,Poultry meat,2028,31.795
DVD,DEVELOPED COUNTRIES,Poultry meat,2029,32.02
DVD,DEVELOPED COUNTRIES,Poultry meat,2030,32.233
DVG,DEVELOPING COUNTRIES,Pigmeat,1990,5.969
DVG,DEVELOPING COUNTRIES,Pigmeat,1991,6.341
DVG,DEVELOPING COUNTRIES,Pigmeat,1992,6.68
DVG,DEVELOPING COUNTRIES,Pigmeat,1993,6.93
DVG,DEVELOPING COUNTRIES,Pigmeat,1994,7.382
DVG,DEVELOPING COUNTRIES,Pigmeat,1995,7.417
DVG,DEVELOPING COUNTRIES,Pigmeat,1996,7.351
DVG,DEVELOPING COUNTRIES,Pigmeat,1997,7.993
DVG,DEVELOPING COUNTRIES,Pigmeat,1998,8.389
DVG,DEVELOPING COUNTRIES,Pigmeat,1999,8.341
DVG,DEVELOPING COUNTRIES,Pigmeat,2000,8.576
DVG,DEVELOPING COUNTRIES,Pigmeat,2001,8.632
DVG,DEVELOPING COUNTRIES,Pigmeat,2002,8.685
DVG,DEVELOPING COUNTRIES,Pigmeat,2003,8.785
DVG,DEVELOPING COUNTRIES,Pigmeat,2004,8.815
DVG,DEVELOPING COUNTRIES,Pigmeat,2005,9.051
DVG,DEVELOPING COUNTRIES,Pigmeat,2006,9.29
DVG,DEVELOPING COUNTRIES,Pigmeat,2007,8.733
DVG,DEVELOPING COUNTRIES,Pigmeat,2008,9.251
DVG,DEVELOPING COUNTRIES,Pigmeat,2009,9.531
DVG,DEVELOPING COUNTRIES,Pigmeat,2010,9.72
DVG,DEVELOPING COUNTRIES,Pigmeat,2011,9.678
DVG,DEVELOPING COUNTRIES,Pigmeat,2012,9.995
DVG,DEVELOPING COUNTRIES,Pigmeat,2013,10.159
DVG,DEVELOPING COUNTRIES,Pigmeat,2014,10.335
DVG,DEVELOPING COUNTRIES,Pigmeat,2015,10.331
DVG,DEVELOPING COUNTRIES,Pigmeat,2016,10.118
DVG,DEVELOPING COUNTRIES,Pigmeat,2017,10.068
DVG,DEVELOPING COUNTRIES,Pigmeat,2018,9.971
DVG,DEVELOPING COUNTRIES,Pigmeat,2019,8.431
DVG,DEVELOPING COUNTRIES,Pigmeat,2020,8.3
DVG,DEVELOPING COUNTRIES,Pigmeat,2021,8.696
DVG,DEVELOPING COUNTRIES,Pigmeat,2022,9.168
DVG,DEVELOPING COUNTRIES,Pigmeat,2023,9.582
DVG,DEVELOPING COUNTRIES,Pigmeat,2024,9.548
DVG,DEVELOPING COUNTRIES,Pigmeat,2025,9.517
DVG,DEVELOPING COUNTRIES,Pigmeat,2026,9.492
DVG,DEVELOPING COUNTRIES,Pigmeat,2027,9.474
DVG,DEVELOPING COUNTRIES,Pigmeat,2028,9.457
DVG,DEVELOPING COUNTRIES,Pigmeat,2029,9.442
DVG,DEVELOPING COUNTRIES,Pigmeat,2030,9.431
UKR,Ukraine,Pigmeat,1990,0
UKR,Ukraine,Pigmeat,1991,0
UKR,Ukraine,Pigmeat,1992,17.717
UKR,Ukraine,Pigmeat,1993,15.328
UKR,Ukraine,Pigmeat,1994,13.121
UKR,Ukraine,Pigmeat,1995,12.338
UKR,Ukraine,Pigmeat,1996,12.144
UKR,Ukraine,Pigmeat,1997,10.89
UKR,Ukraine,Pigmeat,1998,10.607
UKR,Ukraine,Pigmeat,1999,10.108
UKR,Ukraine,Pigmeat,2000,11.788
UKR,Ukraine,Pigmeat,2001,9.544
UKR,Ukraine,Pigmeat,2002,9.738
UKR,Ukraine,Pigmeat,2003,10.27
UKR,Ukraine,Pigmeat,2004,9.9
UKR,Ukraine,Pigmeat,2005,9.046
UKR,Ukraine,Pigmeat,2006,9.794
UKR,Ukraine,Pigmeat,2007,11.948
UKR,Ukraine,Pigmeat,2008,13.51
UKR,Ukraine,Pigmeat,2009,11.666
UKR,Ukraine,Pigmeat,2010,13.021
UKR,Ukraine,Pigmeat,2011,13.724
UKR,Ukraine,Pigmeat,2012,16.031
UKR,Ukraine,Pigmeat,2013,16.029
UKR,Ukraine,Pigmeat,2014,13.337
UKR,Ukraine,Pigmeat,2015,12.788
UKR,Ukraine,Pigmeat,2016,13.063
UKR,Ukraine,Pigmeat,2017,12.941
UKR,Ukraine,Pigmeat,2018,12.973
UKR,Ukraine,Pigmeat,2019,13.048
UKR,Ukraine,Pigmeat,2020,13.495
UKR,Ukraine,Pigmeat,2021,13.763
UKR,Ukraine,Pigmeat,2022,14.07
UKR,Ukraine,Pigmeat,2023,14.351
UKR,Ukraine,Pigmeat,2024,14.627
UKR,Ukraine,Pigmeat,2025,14.911
UKR,Ukraine,Pigmeat,2026,15.19
UKR,Ukraine,Pigmeat,2027,15.465
UKR,Ukraine,Pigmeat,2028,15.742
UKR,Ukraine,Pigmeat,2029,16.018
UKR,Ukraine,Pigmeat,2030,16.301
TUR,Turkey,Sheepmeat,1990,5.922
TUR,Turkey,Sheepmeat,1991,5.833
TUR,Turkey,Sheepmeat,1992,5.687
TUR,Turkey,Sheepmeat,1993,5.582
TUR,Turkey,Sheepmeat,1994,4.962
TUR,Turkey,Sheepmeat,1995,6.146
TUR,Turkey,Sheepmeat,1996,5.403
TUR,Turkey,Sheepmeat,1997,5.482
TUR,Turkey,Sheepmeat,1998,5.341
TUR,Turkey,Sheepmeat,1999,5.18
TUR,Turkey,Sheepmeat,2000,5.19
TUR,Turkey,Sheepmeat,2001,4.806
TUR,Turkey,Sheepmeat,2002,4.491
TUR,Turkey,Sheepmeat,2003,4.154
TUR,Turkey,Sheepmeat,2004,4.176
TUR,Turkey,Sheepmeat,2005,4.082
TUR,Turkey,Sheepmeat,2006,4.031
TUR,Turkey,Sheepmeat,2007,4.083
TUR,Turkey,Sheepmeat,2008,3.994
TUR,Turkey,Sheepmeat,2009,3.689
TUR,Turkey,Sheepmeat,2010,3.333
TUR,Turkey,Sheepmeat,2011,3.53
TUR,Turkey,Sheepmeat,2012,3.787
TUR,Turkey,Sheepmeat,2013,4.062
TUR,Turkey,Sheepmeat,2014,4.308
TUR,Turkey,Sheepmeat,2015,4.531
TUR,Turkey,Sheepmeat,2016,4.477
TUR,Turkey,Sheepmeat,2017,4.348
TUR,Turkey,Sheepmeat,2018,4.657
TUR,Turkey,Sheepmeat,2019,4.867
TUR,Turkey,Sheepmeat,2020,4.837
TUR,Turkey,Sheepmeat,2021,4.853
TUR,Turkey,Sheepmeat,2022,4.838
TUR,Turkey,Sheepmeat,2023,4.843
TUR,Turkey,Sheepmeat,2024,4.829
TUR,Turkey,Sheepmeat,2025,4.819
TUR,Turkey,Sheepmeat,2026,4.807
TUR,Turkey,Sheepmeat,2027,4.791
TUR,Turkey,Sheepmeat,2028,4.772
TUR,Turkey,Sheepmeat,2029,4.75
TUR,Turkey,Sheepmeat,2030,4.728
VNM,Viet Nam,Poultry meat,1990,2.195
VNM,Viet Nam,Poultry meat,1991,2.087
VNM,Viet Nam,Poultry meat,1992,2.179
VNM,Viet Nam,Poultry meat,1993,2.046
VNM,Viet Nam,Poultry meat,1994,2.032
VNM,Viet Nam,Poultry meat,1995,2.058
VNM,Viet Nam,Poultry meat,1996,2.274
VNM,Viet Nam,Poultry meat,1997,3.251
VNM,Viet Nam,Poultry meat,1998,3.377
VNM,Viet Nam,Poultry meat,1999,3.624
VNM,Viet Nam,Poultry meat,2000,4.023
VNM,Viet Nam,Poultry meat,2001,4.2
VNM,Viet Nam,Poultry meat,2002,4.644
VNM,Viet Nam,Poultry meat,2003,4.881
VNM,Viet Nam,Poultry meat,2004,4.494
VNM,Viet Nam,Poultry meat,2005,4.191
VNM,Viet Nam,Poultry meat,2006,4.748
VNM,Viet Nam,Poultry meat,2007,6.063
VNM,Viet Nam,Poultry meat,2008,7.81
VNM,Viet Nam,Poultry meat,2009,8.864
VNM,Viet Nam,Poultry meat,2010,10.385
VNM,Viet Nam,Poultry meat,2011,13.878
VNM,Viet Nam,Poultry meat,2012,11.187
VNM,Viet Nam,Poultry meat,2013,7.693
VNM,Viet Nam,Poultry meat,2014,7.651
VNM,Viet Nam,Poultry meat,2015,8.163
VNM,Viet Nam,Poultry meat,2016,8.431
VNM,Viet Nam,Poultry meat,2017,8.625
VNM,Viet Nam,Poultry meat,2018,9.85
VNM,Viet Nam,Poultry meat,2019,11.439
VNM,Viet Nam,Poultry meat,2020,11.436
VNM,Viet Nam,Poultry meat,2021,11.459
VNM,Viet Nam,Poultry meat,2022,11.983
VNM,Viet Nam,Poultry meat,2023,12.419
VNM,Viet Nam,Poultry meat,2024,12.834
VNM,Viet Nam,Poultry meat,2025,13.255
VNM,Viet Nam,Poultry meat,2026,13.645
VNM,Viet Nam,Poultry meat,2027,14.043
VNM,Viet Nam,Poultry meat,2028,14.433
VNM,Viet Nam,Poultry meat,2029,14.832
VNM,Viet Nam,Poultry meat,2030,15.194
ZAF,South Africa,Poultry meat,1990,13.297
ZAF,South Africa,Poultry meat,1991,12.256
ZAF,South Africa,Poultry meat,1992,12.181
ZAF,South Africa,Poultry meat,1993,12.138
ZAF,South Africa,Poultry meat,1994,13.643
ZAF,South Africa,Poultry meat,1995,15.067
ZAF,South Africa,Poultry meat,1996,14.797
ZAF,South Africa,Poultry meat,1997,15.984
ZAF,South Africa,Poultry meat,1998,14.606
ZAF,South Africa,Poultry meat,1999,15.879
ZAF,South Africa,Poultry meat,2000,17.504
ZAF,South Africa,Poultry meat,2001,18.292
ZAF,South Africa,Poultry meat,2002,18.837
ZAF,South Africa,Poultry meat,2003,19.181
ZAF,South Africa,Poultry meat,2004,19.537
ZAF,South Africa,Poultry meat,2005,20.788
ZAF,South Africa,Poultry meat,2006,22.339
ZAF,South Africa,Poultry meat,2007,24.603
ZAF,South Africa,Poultry meat,2008,26.993
ZAF,South Africa,Poultry meat,2009,27.51
ZAF,South Africa,Poultry meat,2010,28.761
ZAF,South Africa,Poultry meat,2011,29.657
ZAF,South Africa,Poultry meat,2012,30.506
ZAF,South Africa,Poultry meat,2013,32.96
ZAF,South Africa,Poultry meat,2014,32.994
ZAF,South Africa,Poultry meat,2015,33.866
ZAF,South Africa,Poultry meat,2016,33.795
ZAF,South Africa,Poultry meat,2017,33.215
ZAF,South Africa,Poultry meat,2018,34.624
ZAF,South Africa,Poultry meat,2019,34.548
ZAF,South Africa,Poultry meat,2020,35.516
ZAF,South Africa,Poultry meat,2021,35.921
ZAF,South Africa,Poultry meat,2022,36.221
ZAF,South Africa,Poultry meat,2023,36.679
ZAF,South Africa,Poultry meat,2024,37.275
ZAF,South Africa,Poultry meat,2025,37.882
ZAF,South Africa,Poultry meat,2026,38.495
ZAF,South Africa,Poultry meat,2027,39.108
ZAF,South Africa,Poultry meat,2028,39.754
ZAF,South Africa,Poultry meat,2029,40.401
ZAF,South Africa,Poultry meat,2030,41.05
UKR,Ukraine,Sheepmeat,1990,0
UKR,Ukraine,Sheepmeat,1991,0
UKR,Ukraine,Sheepmeat,1992,0.599
UKR,Ukraine,Sheepmeat,1993,0.515
UKR,Ukraine,Sheepmeat,1994,0.734
UKR,Ukraine,Sheepmeat,1995,0.66
UKR,Ukraine,Sheepmeat,1996,0.543
UKR,Ukraine,Sheepmeat,1997,0.416
UKR,Ukraine,Sheepmeat,1998,0.364
UKR,Ukraine,Sheepmeat,1999,0.337
UKR,Ukraine,Sheepmeat,2000,0.303
UKR,Ukraine,Sheepmeat,2001,0.277
UKR,Ukraine,Sheepmeat,2002,0.301
UKR,Ukraine,Sheepmeat,2003,0.303
UKR,Ukraine,Sheepmeat,2004,0.307
UKR,Ukraine,Sheepmeat,2005,0.304
UKR,Ukraine,Sheepmeat,2006,0.276
UKR,Ukraine,Sheepmeat,2007,0.29
UKR,Ukraine,Sheepmeat,2008,0.326
UKR,Ukraine,Sheepmeat,2009,0.341
UKR,Ukraine,Sheepmeat,2010,0.406
UKR,Ukraine,Sheepmeat,2011,0.378
UKR,Ukraine,Sheepmeat,2012,0.382
UKR,Ukraine,Sheepmeat,2013,0.364
UKR,Ukraine,Sheepmeat,2014,0.281
UKR,Ukraine,Sheepmeat,2015,0.268
UKR,Ukraine,Sheepmeat,2016,0.264
UKR,Ukraine,Sheepmeat,2017,0.267
UKR,Ukraine,Sheepmeat,2018,0.282
UKR,Ukraine,Sheepmeat,2019,0.273
UKR,Ukraine,Sheepmeat,2020,0.289
UKR,Ukraine,Sheepmeat,2021,0.295
UKR,Ukraine,Sheepmeat,2022,0.297
UKR,Ukraine,Sheepmeat,2023,0.299
UKR,Ukraine,Sheepmeat,2024,0.301
UKR,Ukraine,Sheepmeat,2025,0.304
UKR,Ukraine,Sheepmeat,2026,0.306
UKR,Ukraine,Sheepmeat,2027,0.308
UKR,Ukraine,Sheepmeat,2028,0.309
UKR,Ukraine,Sheepmeat,2029,0.311
UKR,Ukraine,Sheepmeat,2030,0.312
VNM,Viet Nam,Pigmeat,1990,8.173
VNM,Viet Nam,Pigmeat,1991,7.757
VNM,Viet Nam,Pigmeat,1992,8.888
VNM,Viet Nam,Pigmeat,1993,9.26
VNM,Viet Nam,Pigmeat,1994,10.009
VNM,Viet Nam,Pigmeat,1995,10.42
VNM,Viet Nam,Pigmeat,1996,10.741
VNM,Viet Nam,Pigmeat,1997,11.017
VNM,Viet Nam,Pigmeat,1998,11.597
VNM,Viet Nam,Pigmeat,1999,12.326
VNM,Viet Nam,Pigmeat,2000,13.691
VNM,Viet Nam,Pigmeat,2001,14.382
VNM,Viet Nam,Pigmeat,2002,15.688
VNM,Viet Nam,Pigmeat,2003,16.927
VNM,Viet Nam,Pigmeat,2004,21.302
